dm_1 foto_1 straaling_1 temp_1 lai_1 meldug_1 lai_0 dm_2 foto_2 straaling_2 temp_2 lai_2 meldug_2 dm_3 foto_3 straaling_3 temp_3 lai_3 meldug_3 dm_4 foto_4 straaling_4 temp_4 lai_4 meldug_4 mikro_1 middel_1 mikro_2 middel_2 mikro_3 middel_3 nedboer_1 nedboer_2 nedboer_3 udbytte
11 9 2 3 3 7 5 20 9 2 2 3 4 41 15 2 1 2 2 51 10 1 1 1 0 3 2 3 2 0 2 2 1 0 43
13 10 1 2 6 3 5 27 11 2 1 6 0 57 21 2 2 4 0 66 11 1 3 1 0 3 3 1 0 3 2 2 1 2 56
13 9 1 1 4 6 4 22 9 1 2 4 0 38 13 2 2 2 0 45 8 1 2 1 0 1 2 0 3 3 0 2 1 2 38
14 10 1 0 5 5 5 27 10 2 1 4 2 41 12 1 3 2 0 47 8 1 3 1 0 0 1 2 2 2 2 0 0 0 40
13 10 1 0 3 6 3 27 10 2 1 2 3 38 11 0 1 1 2 38 5 1 1 0 0 1 2 3 1 3 3 0 0 2 32
9 8 1 1 3 7 5 21 9 1 1 3 3 40 15 1 2 2 1 44 6 0 1 1 0 0 1 2 1 1 0 0 0 1 37
15 10 2 1 3 8 6 26 9 1 2 3 5 47 16 3 2 2 4 46 5 0 3 1 1 3 1 0 0 0 3 2 1 1 39
17 12 2 0 4 6 4 28 9 1 1 4 0 44 14 1 1 3 0 51 9 1 3 1 0 1 3 1 2 1 3 1 0 0 43
7 6 0 3 3 7 6 16 7 1 1 3 2 36 15 1 1 2 0 36 4 0 2 0 0 3 2 2 1 2 1 2 0 0 31
15 11 1 1 5 5 6 29 12 2 2 5 0 53 17 1 2 3 0 62 10 2 3 1 2 1 3 2 1 3 0 0 1 1 53
10 8 0 1 6 1 6 27 12 2 1 6 0 50 17 1 2 5 0 65 13 1 1 2 0 0 3 3 3 3 2 0 2 2 56
15 10 1 1 5 2 5 33 13 2 1 5 0 57 18 3 2 3 0 61 8 0 3 1 0 1 3 2 2 2 2 2 0 0 52
11 8 0 1 5 0 5 31 14 2 1 5 0 50 15 2 2 3 0 57 10 0 2 1 0 1 3 1 2 0 3 1 1 1 49
22 15 3 1 4 4 4 28 7 1 3 3 0 42 12 2 2 2 0 45 7 0 2 1 0 0 2 2 1 2 3 0 1 0 38
26 16 3 1 7 2 7 40 11 2 3 7 3 66 19 1 2 5 5 80 14 0 2 2 4 2 0 3 0 1 0 0 1 1 68
20 13 3 1 5 5 5 28 8 1 2 3 7 23 0 2 1 0 8 18 0 0 2 0 8 3 0 3 0 3 0 2 2 1 15
16 12 1 1 6 1 6 31 11 2 1 6 0 56 19 2 3 4 0 63 10 0 3 1 0 0 1 3 2 2 1 0 2 1 54
10 8 0 2 4 8 7 10 3 1 1 0 8 5 0 1 1 0 5 3 1 1 3 0 0 3 0 2 1 0 3 1 1 0 2
15 12 2 0 6 4 6 28 10 2 2 6 0 53 18 2 2 5 0 68 13 1 2 1 0 0 3 3 1 2 1 0 2 0 58
22 15 2 0 4 4 4 35 10 1 2 4 5 55 16 1 2 3 2 56 6 0 3 1 0 0 0 3 1 3 1 1 2 2 48
11 9 0 1 6 1 6 21 9 1 1 5 0 40 14 1 3 3 0 53 11 1 2 1 0 0 2 1 0 3 2 0 2 1 45
15 11 1 1 6 3 6 28 11 1 1 7 0 52 17 1 1 5 0 62 11 1 3 2 0 2 1 1 3 2 2 0 2 0 52
21 14 2 1 5 1 5 46 17 3 0 5 0 62 14 2 3 3 0 70 10 0 1 1 0 1 3 1 2 3 2 2 2 2 60
10 8 1 3 6 0 6 22 10 1 2 6 0 45 17 1 1 4 0 54 10 0 2 1 0 2 1 3 2 1 1 0 1 2 46
11 9 2 1 3 5 3 25 10 2 3 3 6 19 0 1 3 0 8 13 0 0 2 0 6 1 0 1 0 2 1 2 1 0 11
13 10 1 1 5 2 5 31 13 2 2 6 0 55 18 1 2 5 0 70 15 0 1 2 0 1 2 2 0 3 0 1 1 1 60
14 11 2 2 7 0 6 26 9 1 0 6 0 50 18 2 2 4 0 63 12 1 1 1 0 3 2 0 2 3 2 2 0 1 53
8 7 0 2 6 1 6 25 12 2 2 6 0 51 19 1 2 4 0 54 6 0 2 1 0 1 2 3 2 1 1 0 2 1 46
20 15 2 0 7 2 6 37 13 2 3 7 0 60 17 2 2 4 0 59 5 0 2 1 0 0 2 2 0 0 2 0 0 0 50
15 11 1 0 7 0 7 28 10 1 2 6 0 48 17 2 1 4 0 55 10 2 3 1 0 1 0 3 3 1 1 2 2 2 46
21 14 2 3 7 2 7 37 13 2 0 7 1 61 18 2 2 5 0 74 12 0 3 2 0 3 2 1 1 2 1 2 2 0 63
17 12 2 1 6 1 6 37 14 2 1 5 0 59 18 2 2 4 0 65 9 1 1 1 0 3 3 0 0 3 1 2 1 1 56
13 9 1 2 5 2 5 26 10 1 1 4 2 44 15 2 2 2 0 48 6 1 1 1 0 0 0 0 3 3 2 1 1 2 41
11 8 0 0 6 4 6 29 13 2 1 7 0 47 15 0 2 5 0 59 13 1 2 2 0 1 2 1 2 1 2 2 2 2 50
16 11 1 2 4 7 7 26 9 1 1 4 0 51 19 2 2 3 0 67 14 2 1 1 0 0 2 2 3 2 0 0 0 1 57
2 3 0 1 1 8 6 5 4 1 3 1 6 1 0 2 2 0 3 0 0 2 3 0 0 1 1 3 1 1 2 2 2 2 0
11 9 0 1 7 3 7 28 12 1 0 7 4 59 21 2 2 5 0 67 10 0 1 1 0 2 0 1 3 2 2 0 2 0 57
10 9 1 1 4 7 6 24 12 2 1 5 3 49 20 2 1 3 0 48 5 0 2 1 0 3 2 3 3 0 0 0 1 0 40
20 13 2 1 6 2 6 33 12 2 1 6 0 55 17 2 2 4 0 59 8 0 2 1 0 0 2 3 2 1 3 0 1 1 50
13 9 2 1 3 7 5 24 9 1 1 3 5 28 6 1 2 1 7 22 0 0 3 0 0 3 2 3 0 1 3 1 2 1 19
21 14 2 1 7 3 6 32 9 1 1 7 0 58 20 2 2 4 0 66 10 1 2 1 0 2 1 1 2 2 0 0 1 0 56
19 14 3 2 6 4 6 30 9 1 2 6 0 52 16 2 2 4 0 56 9 2 2 1 0 3 1 0 3 1 3 2 0 2 48
18 13 3 1 5 4 5 31 11 2 1 5 0 56 18 1 2 4 0 69 13 2 2 2 0 3 3 0 3 1 2 1 0 1 59
16 12 2 1 4 6 5 29 11 2 1 4 0 46 14 2 1 2 0 37 0 0 2 0 0 1 3 1 3 2 3 2 2 0 31
21 13 1 0 6 6 7 37 12 2 1 4 6 63 20 2 2 3 2 64 6 0 2 1 0 1 0 0 3 3 3 2 0 2 54
15 11 2 1 4 2 4 23 7 1 1 4 0 40 13 1 2 3 1 43 7 0 2 1 0 0 2 2 0 0 0 0 1 0 37
19 13 2 1 4 5 5 26 8 1 2 3 2 45 14 2 2 2 0 50 8 0 2 1 0 3 3 2 1 1 0 2 0 2 43
11 9 3 1 2 8 6 24 9 2 1 2 5 32 8 2 2 1 0 24 0 0 1 0 0 2 1 3 2 3 0 0 1 1 21
9 8 0 1 6 5 6 24 11 2 3 6 3 35 11 0 2 2 7 45 10 2 2 1 6 3 1 3 0 2 0 2 2 0 38
10 9 1 1 4 5 4 27 12 2 1 3 1 54 19 2 2 3 0 63 10 0 2 1 0 0 1 3 3 2 1 0 2 0 54
18 13 2 1 5 5 5 32 11 2 1 4 6 55 17 2 3 3 0 58 7 1 1 1 0 3 0 1 3 2 1 2 2 1 50
16 11 2 3 6 3 5 29 11 2 3 6 0 50 15 1 2 4 0 63 11 1 3 1 0 2 3 2 0 3 2 0 1 2 53
15 10 1 2 6 0 6 33 14 2 0 6 0 56 16 1 2 4 0 63 10 0 3 1 0 3 0 1 2 1 0 2 2 1 54
17 11 1 0 7 6 7 37 15 2 1 7 0 68 23 2 2 5 0 78 12 0 2 2 0 1 1 1 0 3 2 1 1 2 66
10 8 1 1 4 5 4 19 8 1 1 4 1 44 18 1 1 3 0 44 6 0 3 1 0 3 3 1 2 1 2 1 2 2 37
10 8 0 1 7 4 7 21 10 2 2 7 0 43 17 1 2 5 0 54 11 0 2 1 0 3 2 0 1 1 1 2 0 2 46
6 6 2 2 1 8 4 11 5 0 3 1 7 24 10 2 3 1 4 20 0 1 1 0 5 0 0 3 3 3 0 1 2 1 17
6 6 2 1 1 8 4 10 5 1 3 1 5 21 10 2 1 1 6 16 1 1 3 0 0 2 2 3 0 1 3 1 2 1 13
8 6 0 2 4 5 5 24 12 2 1 4 0 48 17 2 2 3 0 62 12 1 2 1 0 2 3 1 3 2 2 0 2 1 52
16 12 2 0 5 0 5 32 12 2 1 4 0 49 15 0 1 3 0 58 10 0 2 1 0 1 2 1 0 1 1 1 1 0 49
15 11 1 1 6 4 6 34 14 2 1 6 0 62 21 1 1 4 0 71 11 1 1 1 0 3 1 3 3 1 1 2 0 2 60
10 8 1 2 4 0 4 29 14 3 2 4 0 48 14 0 2 3 0 57 9 0 3 1 0 3 2 3 1 2 0 1 1 1 48
15 10 1 2 5 5 6 35 14 2 1 5 4 63 21 2 2 3 4 65 7 0 3 1 3 0 0 1 0 2 1 1 2 1 55
9 8 1 1 3 1 3 19 8 1 3 3 0 38 15 2 1 2 0 51 11 1 3 1 0 0 1 2 1 0 0 0 1 0 44
14 11 2 3 5 5 5 30 12 2 1 4 3 48 14 1 2 2 4 42 2 0 2 0 0 2 1 1 0 0 2 1 2 0 36
12 9 1 1 3 4 3 24 10 2 0 3 0 47 17 3 2 2 0 42 2 1 3 0 0 1 2 0 1 1 0 1 0 2 36
11 9 2 3 4 7 6 19 8 1 2 3 4 34 12 1 2 2 0 44 10 1 2 1 0 3 2 2 2 2 0 1 1 0 37
10 8 1 1 3 0 3 20 8 1 3 3 0 40 15 2 2 2 0 45 8 0 2 1 0 1 1 2 0 1 3 2 0 2 38
13 10 1 3 6 0 6 29 12 2 1 7 0 52 18 2 3 5 0 53 6 1 2 1 0 3 3 3 0 2 3 1 2 1 45
16 11 1 1 3 7 7 11 0 2 0 0 8 6 0 2 2 0 2 3 0 2 1 0 2 2 0 0 1 1 0 0 0 2 3
10 7 0 3 5 1 6 23 10 1 2 5 0 46 18 2 2 3 0 56 10 1 3 1 0 3 1 2 3 3 1 2 1 2 48
14 10 2 1 5 6 6 24 9 1 1 5 0 54 22 3 1 3 0 63 10 1 3 1 0 1 1 1 0 1 1 1 1 2 53
10 8 1 1 3 2 4 24 10 2 2 3 0 38 12 1 1 2 0 46 9 1 2 1 0 2 1 3 2 0 2 1 1 0 39
5 6 0 3 4 6 5 15 8 1 1 4 1 34 14 1 2 3 0 39 6 0 2 1 0 3 2 3 1 2 1 2 2 0 33
7 6 0 1 5 2 6 21 10 1 1 4 0 42 15 1 1 3 0 45 6 0 2 1 0 0 2 2 0 1 0 0 0 2 38
15 10 1 1 5 5 6 29 11 1 3 6 2 49 15 1 2 4 0 52 7 2 2 1 0 1 2 2 3 2 0 2 0 0 44
10 9 1 1 4 2 4 18 8 1 1 4 0 37 15 2 2 3 0 44 9 0 1 1 0 3 2 3 2 0 2 0 2 1 38
13 10 2 3 3 2 3 20 7 1 1 2 0 39 15 2 2 2 0 47 8 0 2 1 0 3 2 1 3 0 2 2 1 0 40
15 10 1 1 5 2 4 35 14 2 1 5 0 52 13 1 3 3 0 59 10 0 1 1 0 3 3 3 1 3 1 2 1 2 50
9 7 1 1 2 8 6 17 8 3 1 2 7 25 8 2 2 1 6 19 0 2 2 0 2 3 2 1 0 2 3 2 2 0 16
15 11 1 1 7 3 6 30 12 2 1 7 0 54 18 2 2 5 0 68 13 0 2 2 0 1 2 3 2 1 0 0 1 2 57
21 14 2 2 6 4 6 31 9 1 2 5 0 46 13 0 2 3 0 55 10 2 1 1 0 0 2 2 1 0 3 0 0 0 46
15 10 2 1 4 1 4 34 14 2 1 5 2 51 15 1 1 3 4 59 9 0 1 1 0 2 0 3 0 0 1 1 1 0 50
11 9 1 3 7 4 6 32 15 2 0 7 2 63 22 2 3 6 0 70 10 0 1 2 0 3 2 1 0 2 3 1 1 0 60
9 8 1 3 6 0 6 23 11 1 1 6 0 45 17 1 2 4 0 48 7 1 3 1 0 3 1 1 0 3 1 1 2 1 41
8 7 0 2 6 2 6 26 13 3 1 6 0 58 23 2 3 5 0 71 12 0 1 2 0 1 3 3 2 2 1 0 1 0 60
14 11 1 1 4 4 5 33 13 2 0 5 0 55 17 2 2 3 0 57 6 0 2 1 0 0 2 1 3 3 2 0 2 1 48
11 9 1 1 4 7 6 21 9 1 1 4 2 40 15 2 2 3 3 49 9 0 1 1 0 2 1 3 0 0 3 0 2 0 41
17 12 2 3 5 2 4 28 9 1 1 4 0 53 18 1 3 3 0 58 7 2 1 1 0 2 3 1 0 2 3 1 2 0 50
11 9 0 1 6 3 6 28 12 2 1 6 0 49 16 0 1 4 0 57 9 0 2 1 0 1 2 1 2 1 2 2 2 2 49
15 12 2 3 6 2 6 28 10 1 0 5 0 53 18 1 1 4 0 59 9 1 2 1 0 3 3 0 2 0 2 0 0 0 50
8 7 1 2 3 8 7 18 8 1 0 3 1 38 15 2 1 3 0 45 9 0 2 1 0 1 3 1 1 3 1 2 2 2 38
14 10 1 2 4 6 5 24 8 1 2 3 2 43 15 1 3 2 0 51 8 0 1 1 0 1 2 3 3 3 0 1 1 2 44
10 8 1 1 5 6 7 20 9 1 3 5 2 43 16 2 2 3 6 52 10 1 2 1 2 0 1 3 0 3 2 0 2 1 44
0 0 2 2 0 8 3 1 3 3 2 0 1 0 0 1 2 0 0 6 5 0 2 0 0 2 3 2 1 2 2 0 1 0 5
0 0 0 1 0 8 5 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 2 0 0 0 3 1 2 1 1 1 2 2 0
11 8 0 1 7 4 6 27 12 2 2 6 0 51 18 1 1 5 0 52 5 1 2 1 0 0 3 1 2 1 0 0 1 2 44
15 11 1 1 6 2 6 25 10 1 1 5 0 50 18 2 2 3 0 57 9 0 1 1 0 2 3 0 2 3 0 1 1 2 49
19 13 2 0 4 5 5 30 9 1 2 4 5 49 14 1 1 2 7 56 9 1 1 1 1 1 0 3 0 0 2 2 2 0 48
17 11 1 1 7 4 7 31 11 1 3 7 1 54 17 2 2 5 5 67 13 2 2 2 3 3 1 3 0 0 0 2 1 0 57
18 12 1 2 7 4 6 44 18 3 0 6 0 68 18 1 1 4 0 79 12 1 3 1 0 3 3 1 0 2 1 2 2 0 67
17 12 2 1 4 3 4 30 10 2 0 2 7 41 11 2 3 2 4 45 6 0 1 1 2 3 0 1 1 2 1 1 1 1 38
8 8 1 1 5 4 6 20 10 1 1 5 1 42 15 1 1 3 0 54 10 1 2 1 0 3 2 2 3 2 3 2 1 0 46
7 7 0 3 5 0 6 15 7 1 3 4 0 33 14 2 3 2 0 38 6 0 2 1 0 2 1 2 3 3 3 0 0 2 33
8 7 0 2 6 3 6 17 8 1 3 5 5 40 18 3 2 3 6 34 0 1 2 0 8 2 0 2 0 3 0 1 0 2 29
15 10 1 2 6 2 5 27 9 1 0 5 1 51 18 2 2 3 3 55 8 0 2 1 0 2 0 1 0 0 3 0 1 0 47
13 9 1 1 4 0 4 29 12 1 0 4 0 42 11 0 3 3 0 51 10 0 3 1 0 0 2 0 1 2 0 0 0 0 44
10 8 1 1 5 0 5 22 9 1 2 5 0 40 14 1 2 3 0 50 11 0 1 1 0 1 3 3 2 2 0 2 2 0 43
12 10 1 2 6 3 6 28 12 2 1 6 0 49 16 1 3 5 0 67 15 1 2 2 0 1 1 1 0 3 2 1 1 1 57
9 7 0 1 4 2 4 16 7 0 1 5 0 41 18 1 2 4 0 48 9 1 3 1 0 3 2 1 0 1 3 1 2 0 41
15 11 1 1 6 5 6 29 11 2 0 4 5 57 19 2 2 3 0 69 11 2 1 1 0 3 0 1 2 3 3 1 1 2 58
12 9 1 1 3 7 6 21 7 0 1 3 4 43 17 1 1 2 0 51 8 0 2 1 0 3 1 0 2 2 1 2 0 0 43
8 7 0 1 6 3 6 22 10 1 1 5 0 50 20 1 1 4 0 54 7 1 2 1 0 1 3 3 0 1 0 2 2 1 46
13 9 1 0 6 0 6 26 11 1 2 6 0 53 20 2 2 4 0 58 9 2 1 1 0 0 1 1 1 0 1 0 1 0 50
22 15 2 0 5 7 6 30 8 1 1 6 4 58 21 2 2 4 0 60 7 0 1 1 0 1 1 2 1 3 2 2 0 2 51
14 10 1 1 7 1 6 34 13 3 0 7 0 63 21 2 2 4 0 64 6 1 3 1 0 3 1 1 1 3 0 1 2 2 54
11 9 1 1 5 1 5 25 11 1 0 4 0 52 19 2 2 3 0 63 11 2 2 1 0 1 2 1 1 1 2 2 2 1 54
11 9 2 1 2 7 4 18 6 1 2 1 8 11 0 1 2 0 8 13 4 0 1 0 5 1 0 3 0 3 2 1 2 2 11
10 8 0 1 4 0 4 27 13 2 1 5 0 45 14 1 3 3 0 51 8 1 1 1 0 3 3 3 2 2 3 1 1 1 43
22 15 2 1 5 4 6 36 11 1 1 4 6 60 19 2 1 3 0 68 9 0 2 1 0 1 0 0 3 1 3 1 0 0 58
14 10 2 1 4 3 4 29 12 2 0 3 1 51 16 2 2 2 0 53 6 1 3 1 0 2 1 0 2 1 2 1 0 2 45
20 13 2 1 5 6 6 32 11 1 0 5 0 55 18 1 1 4 0 55 5 0 2 1 0 1 3 1 3 0 2 2 2 1 46
16 12 1 1 6 6 6 31 11 2 1 6 0 52 16 1 3 4 0 62 10 1 1 1 0 0 3 0 2 3 1 0 0 1 52
16 11 1 2 5 6 7 30 11 2 3 5 1 59 20 2 2 4 0 69 11 1 1 1 0 3 1 0 2 1 2 2 0 2 59
16 11 1 1 7 3 7 32 13 3 2 7 0 55 17 1 1 5 0 65 12 0 2 2 0 1 2 3 1 2 3 1 0 1 55
15 11 1 2 6 3 6 25 9 1 2 5 1 51 19 1 2 4 0 56 8 0 2 1 0 3 2 2 2 3 1 2 0 2 48
11 8 1 1 3 4 3 26 12 3 1 3 0 42 13 1 1 2 0 49 8 0 3 1 0 0 1 3 0 0 0 0 2 0 42
11 8 1 1 4 5 4 21 9 3 3 3 2 45 18 2 2 2 0 50 8 0 1 1 0 3 1 3 1 2 3 2 2 0 42
7 7 0 2 3 8 6 20 10 2 0 2 5 35 12 2 2 1 0 31 2 0 1 0 0 0 1 1 2 3 3 1 2 1 27
24 16 3 1 6 0 6 40 12 1 1 6 0 56 15 1 2 5 0 74 15 1 2 2 0 0 1 0 1 2 3 0 0 0 63
13 10 2 1 5 5 6 25 10 1 1 4 6 49 18 2 1 3 4 57 9 1 2 1 4 2 0 3 1 1 0 0 2 2 48
8 7 0 1 3 7 5 20 10 2 1 3 2 38 13 2 2 2 0 46 10 0 1 1 0 0 2 1 3 2 1 0 2 0 39
9 7 0 1 5 4 5 24 11 1 2 6 0 52 20 2 2 3 0 60 9 1 1 1 0 3 3 1 2 2 0 1 2 0 51
16 11 2 1 5 0 6 30 11 2 3 5 0 58 19 1 1 4 0 65 9 1 2 1 0 2 0 2 2 1 1 0 0 1 55
14 11 1 2 7 0 7 30 12 2 0 7 0 61 22 2 2 5 0 66 7 0 3 1 0 0 1 2 2 3 0 0 0 0 56
20 13 2 0 3 8 6 30 9 2 1 3 5 49 14 2 2 2 0 53 7 0 1 1 0 0 1 1 2 3 0 0 2 2 45
15 10 1 1 4 5 4 25 9 1 0 4 2 48 17 2 1 3 0 54 8 0 2 1 0 3 3 0 0 0 1 2 0 1 46
10 8 1 1 6 2 6 21 9 1 2 5 1 46 18 1 2 3 0 54 11 1 2 1 0 0 0 2 2 0 3 0 0 0 46
12 9 1 2 4 7 7 13 3 1 2 0 8 10 1 1 2 0 1 4 0 2 2 0 3 2 0 1 3 3 0 0 1 2 4
15 11 2 1 4 1 4 27 9 1 2 4 2 48 15 0 2 3 0 54 8 1 3 1 0 1 0 3 1 0 1 1 2 1 46
13 9 2 1 2 7 4 21 8 2 1 2 4 31 10 1 3 1 0 28 3 0 1 0 0 2 2 2 2 3 0 0 1 2 24
7 7 0 2 6 5 6 18 9 1 2 6 1 45 19 3 2 4 4 53 10 2 1 1 0 1 2 3 0 1 2 2 2 1 45
6 5 1 1 2 6 3 21 11 2 1 3 1 41 15 1 1 2 0 47 8 0 2 1 0 2 2 3 3 0 1 1 2 0 40
25 17 3 1 7 0 6 36 10 1 1 6 0 61 19 2 2 4 0 64 8 1 3 1 0 3 3 3 3 2 3 2 2 1 55
11 9 1 2 6 2 6 27 12 2 1 5 0 45 14 1 2 3 0 53 9 1 2 1 0 0 0 1 0 1 2 1 2 1 45
15 10 2 1 5 1 5 28 10 1 1 5 0 53 18 1 2 4 0 55 7 0 3 1 0 3 1 1 2 3 0 0 1 1 46
11 9 0 1 7 1 7 23 9 1 2 7 0 62 25 3 1 5 0 73 11 1 2 2 0 3 1 3 0 1 0 2 2 2 62
15 10 1 1 7 2 6 32 13 2 1 6 0 59 19 1 2 4 0 66 10 1 2 1 0 3 3 3 0 1 2 1 1 2 56
16 11 2 1 5 1 5 30 11 1 1 5 0 57 20 3 2 4 0 60 6 1 3 1 1 1 2 2 2 3 0 2 0 2 51
16 12 2 0 5 4 5 28 9 1 1 6 0 50 16 1 1 4 0 58 9 0 3 1 0 1 1 1 2 1 3 2 2 2 49
14 10 2 1 5 1 5 29 11 1 1 5 0 60 21 2 2 4 0 62 6 0 2 1 0 1 1 3 0 3 2 0 2 2 52
14 10 1 3 6 3 6 23 9 1 1 5 0 50 19 1 1 4 0 57 10 0 2 1 0 3 1 1 3 0 2 2 1 0 48
19 14 3 2 7 3 7 34 11 1 1 6 3 63 20 1 1 4 0 62 5 0 3 1 0 1 0 0 1 0 0 2 0 0 53
18 12 3 3 6 5 6 32 11 1 2 5 1 48 15 2 2 3 0 55 9 0 1 1 0 3 3 3 3 2 0 0 2 1 46
17 11 2 1 3 3 3 27 8 1 2 4 0 48 16 1 1 3 0 53 7 0 1 1 0 1 2 3 3 3 1 2 1 1 45
14 11 1 0 4 3 3 26 9 1 1 3 2 48 16 2 1 2 3 63 13 2 1 1 0 1 0 1 0 1 2 2 2 2 53
16 11 1 1 5 3 5 30 11 1 1 6 0 55 19 1 1 4 0 64 10 0 2 1 0 1 1 0 2 0 3 2 0 0 54
14 10 2 0 4 0 4 21 7 1 1 3 0 38 14 1 1 2 0 31 0 0 3 0 0 1 1 0 1 1 3 2 1 2 26
17 12 2 2 5 6 7 31 11 2 1 4 3 54 17 2 2 3 0 63 9 1 3 1 0 3 2 3 3 2 1 1 2 1 53
14 10 2 1 5 2 4 26 10 1 1 5 0 53 20 2 2 3 0 56 7 1 2 1 0 1 2 0 0 3 1 2 0 2 47
0 1 2 1 0 8 6 2 3 2 1 0 2 0 1 1 2 0 0 0 1 2 2 0 0 0 2 2 3 1 2 1 0 2 0
7 7 0 1 4 1 5 19 9 1 2 4 3 42 17 2 3 2 0 57 14 2 1 1 0 2 0 2 2 2 2 1 0 0 48
15 11 2 1 5 6 7 26 9 1 2 5 0 54 19 2 2 4 0 60 9 0 2 1 0 0 3 3 2 0 0 0 2 0 51
15 10 2 1 6 2 6 31 12 2 1 5 0 57 18 2 2 3 0 64 9 1 2 1 0 1 2 0 3 3 2 1 0 1 54
14 11 2 1 6 2 6 29 11 2 2 6 0 53 18 2 3 5 0 65 12 0 2 2 0 0 1 1 2 1 0 0 2 2 55
14 11 2 1 6 2 6 25 10 1 1 5 2 56 21 2 2 3 0 65 10 1 1 1 0 1 0 2 1 1 3 2 0 2 55
13 10 2 1 3 5 3 23 8 1 0 3 0 48 18 2 2 3 0 57 9 1 2 1 0 0 2 1 1 3 1 0 2 2 48
12 9 1 2 6 5 6 25 10 1 2 5 3 49 18 2 1 3 2 56 8 0 2 1 0 3 2 3 2 1 2 2 2 2 47
7 6 2 0 1 8 5 14 7 2 2 1 4 9 0 2 2 0 0 5 0 2 1 0 0 1 2 1 2 3 1 2 2 2 4
16 12 2 1 6 4 6 25 9 1 2 6 0 48 17 1 2 4 0 58 11 1 3 1 0 1 3 1 2 1 1 2 1 0 50
11 8 1 2 5 4 5 30 13 1 0 6 0 49 16 1 2 4 0 54 8 1 2 1 0 3 2 1 2 0 3 0 0 0 46
15 11 1 0 5 5 6 35 15 3 1 5 4 60 19 2 3 4 2 66 8 0 1 1 0 1 0 0 0 2 3 1 0 1 56
10 8 1 1 4 2 4 25 12 2 1 5 0 52 21 2 1 4 0 52 5 0 1 1 0 1 2 3 3 3 3 2 1 0 44
21 14 2 2 6 1 7 42 15 2 1 6 0 67 18 1 2 4 0 66 7 0 2 1 0 0 3 3 3 2 3 0 2 0 56
9 7 1 2 3 5 4 23 11 2 1 3 4 46 16 3 1 2 0 52 8 2 1 1 0 2 2 2 1 1 0 0 0 1 44
14 10 2 0 2 7 4 23 8 1 1 2 1 39 13 2 1 2 0 52 12 1 1 1 0 1 3 3 1 3 1 1 1 1 45
9 8 1 1 3 7 4 16 7 2 3 2 2 27 10 1 1 1 6 30 5 0 2 0 0 0 3 3 0 1 3 0 1 1 25
8 7 1 2 3 7 4 15 6 3 1 1 8 26 10 2 2 1 2 21 0 0 2 0 1 3 0 0 3 0 0 2 0 1 17
16 11 2 0 4 1 4 26 8 1 0 4 2 47 17 2 1 3 0 47 5 0 3 1 0 1 0 1 2 3 2 2 2 1 40
7 7 0 1 4 5 5 19 9 1 0 3 6 35 12 1 3 2 0 42 8 0 2 1 0 1 0 1 2 2 0 0 0 0 36
16 11 1 2 4 4 4 24 8 1 3 3 6 21 2 1 1 0 8 16 1 0 2 0 6 3 0 2 0 0 2 1 0 1 14
12 9 2 2 3 7 4 21 8 2 1 3 1 42 15 1 1 2 0 46 8 1 2 1 0 2 3 0 1 0 0 0 0 0 39
12 9 0 1 7 3 7 30 13 2 1 6 0 57 19 1 2 5 0 66 10 0 3 1 0 3 3 3 0 2 3 2 0 0 56
17 12 2 1 7 2 6 33 11 2 1 6 0 57 18 2 2 4 0 58 6 0 1 1 0 3 1 2 2 1 1 2 0 2 49
4 4 0 2 2 8 4 11 6 2 1 1 7 21 10 1 1 1 3 16 0 0 2 0 0 1 0 3 1 3 1 2 1 1 13
13 9 2 0 2 8 4 18 6 2 1 1 2 25 8 2 2 1 0 19 0 1 2 0 0 0 2 1 2 2 1 0 2 0 16
7 6 1 1 1 8 6 6 1 2 3 0 3 5 3 2 2 0 0 4 2 1 2 0 0 0 2 2 3 3 2 0 1 2 3
0 0 1 1 0 6 0 0 0 1 1 0 1 5 5 1 2 0 4 8 5 0 1 0 0 1 1 3 0 3 2 2 2 2 7
11 9 1 0 3 8 7 15 6 1 2 2 7 33 13 2 3 2 3 42 9 1 2 1 4 0 0 3 2 3 0 0 2 1 36
19 14 3 0 6 0 6 32 11 2 2 5 0 55 17 1 2 3 1 56 7 0 1 1 0 1 2 3 0 1 1 2 2 2 48
16 11 2 0 4 1 4 31 12 3 3 4 0 51 15 2 2 3 0 59 9 0 1 1 0 0 1 3 3 2 2 0 0 0 50
14 10 2 1 6 0 5 30 12 2 1 5 0 47 15 1 1 3 0 56 10 0 3 1 0 0 0 0 0 0 1 0 0 1 48
8 6 0 3 5 6 6 24 11 2 1 4 2 40 13 1 2 2 0 52 10 1 2 1 0 2 2 2 1 3 2 0 1 2 44
10 8 0 0 4 7 6 25 11 2 3 4 3 51 19 2 2 3 0 53 6 0 2 1 0 1 2 2 2 0 0 2 0 1 45
21 14 3 1 4 7 6 35 12 2 2 5 1 50 12 0 2 3 0 54 9 1 2 1 0 2 3 2 1 2 1 0 0 0 46
0 0 1 3 0 8 3 0 0 1 2 0 5 0 0 1 2 0 2 0 0 0 1 0 4 2 2 0 1 2 0 1 1 1 0
13 10 1 1 6 2 7 34 15 3 1 5 0 53 14 1 3 4 0 55 6 1 2 1 0 1 2 3 3 1 2 1 2 1 47
