C_NI_12_00 CKNI_12_00 CBODD_12_00 CKND_12_00 CNOD_12_00 CBODN_12_00 CKNN_12_00 CNON_12_00 C_NI_12_15 CKNI_12_15 CBODD_12_15 CKND_12_15 CNOD_12_15 CBODN_12_15 CKNN_12_15 CNON_12_15 C_NI_12_30 CKNI_12_30 CBODD_12_30 CKND_12_30 CNOD_12_30 CBODN_12_30 CKNN_12_30 CNON_12_30 C_NI_12_45 CKNI_12_45 CBODD_12_45 CKND_12_45 CNOD_12_45 CBODN_12_45 CKNN_12_45 CNON_12_45
1 1 1 1 1 1 1 1 1 2 1 2 0 1 1 1 1 1 1 2 0 1 1 1 1 0 1 2 0 1 1 1
2 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 2 1 1 1 0 1 1 1
1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 0 1 1 1
0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1
2 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 0 1 1 1 0 2 1 1 0 1 1 1
0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 0 0 1 1 0 1 0 1
2 2 1 1 1 1 1 1 1 1 1 1 0 1 1 1 2 2 1 1 0 1 0 1 1 1 1 1 0 1 0 1
1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 2 0 1 1 1 1 0 1 2 1 1 1 1 1 0 1
1 1 1 1 1 1 1 1 1 2 1 1 0 1 1 1 0 2 1 1 0 1 0 1 0 1 1 1 0 1 0 1
3 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 0 1 0 1 2 0 2 1 0 1 0 1
2 1 1 1 1 1 1 1 2 1 1 1 0 1 1 1 2 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1
2 0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0 1 1 1 0 1 0 1 1 1 1 2 0 1 0 1
2 0 1 1 1 1 1 1 2 1 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1
1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1
1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 0 1 2 0 1 0 1 1 1 1 2 0 1 1 1
3 1 1 1 1 1 1 1 3 0 1 1 1 1 1 1 3 0 1 1 0 1 0 1 1 0 1 1 0 1 0 1
0 2 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1
1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1
1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 2 1 1 0 1 1 1 1 1 1 1 0 1 1 1
1 2 1 1 1 1 1 1 1 1 2 1 0 1 1 1 2 1 2 1 0 1 0 1 2 2 2 1 0 1 0 1
0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1
3 2 1 1 1 1 1 1 2 0 1 1 1 1 1 1 2 0 1 1 1 1 1 1 1 0 1 1 1 1 1 2
0 1 1 1 1 1 1 1 0 0 1 1 0 1 0 1 0 0 1 1 0 1 0 1 1 1 1 1 0 1 0 1
3 0 1 1 1 1 1 1 3 0 1 1 1 1 1 1 2 1 1 1 0 1 1 1 1 2 1 1 0 1 1 1
1 0 1 0 1 1 1 1 1 0 1 0 0 1 1 1 0 1 1 0 0 1 1 1 1 0 1 0 0 1 0 2
3 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 0 1 0 1 2 2 1 1 0 1 0 1
2 1 1 1 1 1 1 1 2 0 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 2 1 1 0 1 0 1
1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 2 1 2 0 1 1 1
0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
3 0 1 1 1 1 1 1 3 1 1 1 1 1 0 1 3 1 1 1 1 1 0 1 3 2 1 1 1 1 0 1
3 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1
2 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 2 1 1 1 1 1 0 1
2 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 1 1 1 1
3 0 1 1 1 1 1 1 2 0 1 1 1 1 0 1 0 0 1 1 1 1 0 1 1 0 1 1 1 1 0 1
1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1
3 0 1 1 1 1 1 1 3 2 1 1 1 1 0 1 2 2 1 1 1 1 0 1 1 1 1 1 0 1 0 1
2 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 0 0 1 1 0 1 0 1 0 1 1 1 0 1 0 1
0 2 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 2 1 1 0 1 0 1
1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 0 1 0 1
3 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
2 2 1 1 1 1 1 1 1 1 2 1 0 1 1 1 1 0 2 1 0 1 0 1 2 1 2 1 0 1 0 1
0 2 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 0 1 0 0 1 1 1 1 0 1
0 0 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 0 1 0 1 0 1 1 2 1 1 0 1 0 1
1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 0 1 1 1 3 1 1 2 0 1 1 1
0 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 2 1 1 1 1 0 0 2 1 1 1 1 0 0 0 2
0 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 3 1 1 2 0 1 0 1
2 2 1 1 1 1 1 1 0 2 1 1 1 1 1 1 0 2 1 1 1 1 0 1 1 1 1 1 1 1 0 1
2 1 1 1 1 1 1 1 1 2 1 1 0 1 1 1 1 1 1 1 0 1 0 1 2 1 1 1 0 1 0 1
3 0 1 1 1 1 1 1 3 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 2 1 1 1 0 1 1 1
2 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 2 0 1 0 1 2 0 1 2 0 1 0 1
3 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 3 1 1 1 0 1 1 1 3 1 1 1 0 1 1 1
2 2 1 1 1 1 1 1 1 1 2 1 1 1 0 1 1 0 2 1 1 1 0 1 1 0 2 1 1 1 0 1
0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 2 2 1 1 0 1 1 1 2 1 1 1 0 1 1 1
0 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 0 1 1 1 1 1 2
1 2 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 2 1 1 1 0 1 1 1
3 0 1 1 1 1 1 1 3 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 0 1
2 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 2 1 1 0 1 1 1
1 0 1 1 1 1 1 1 2 0 1 1 1 1 1 1 3 1 1 1 1 1 1 1 2 1 2 1 0 1 0 1
3 0 1 1 1 1 1 1 3 0 1 1 0 1 1 1 2 1 1 1 0 1 1 1 2 0 1 1 0 1 1 1
2 0 1 1 1 1 1 1 2 0 1 1 1 1 1 1 3 1 1 1 0 1 1 1 3 1 1 1 0 1 1 1
2 2 1 1 1 1 1 1 2 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 2 1 1 0 1 1 1
2 2 1 1 1 1 1 1 2 1 1 2 0 1 0 1 1 1 1 2 0 1 1 1 1 0 1 2 0 1 1 1
2 2 1 1 1 1 1 1 2 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 1 2 0 1
3 2 1 1 1 1 1 1 3 2 1 1 0 1 0 1 3 1 1 1 0 1 0 1 3 1 2 1 0 1 0 1
1 2 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 2 2 1 1 0 1 2 1 2 2 1 1 0 1
1 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 2 0 1 1 0 1 1 1
1 1 1 1 1 1 1 1 2 0 1 1 1 1 1 1 2 2 1 1 0 1 1 1 2 1 1 2 0 1 1 1
3 0 1 1 1 1 1 1 3 1 1 2 1 1 1 1 3 2 1 2 0 1 1 1 3 1 1 2 0 1 1 1
1 0 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 2 1 1 0 1 1 1 1 2 1 1 0 1 0 1
1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 0 1
3 2 1 1 1 1 1 1 1 2 1 1 1 1 0 1 1 2 1 1 1 1 0 1 1 2 1 1 0 1 0 1
0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 0 1 0 1 1 1 0 1 0 1
2 0 1 1 1 1 1 1 2 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1
3 0 1 1 1 1 1 1 3 0 1 1 1 1 1 2 2 0 1 1 1 1 0 2 2 1 1 1 1 1 0 2
2 0 1 1 1 1 1 1 1 1 1 1 1 1 0 2 2 1 1 1 0 1 0 2 2 1 1 1 0 1 0 2
2 1 1 1 1 1 1 1 2 1 1 1 0 1 1 1 2 1 1 1 0 1 1 1 0 2 1 1 0 1 1 1
2 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 2 1 1 1 1 1 0 1
1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 0 1 1 0 1 0 2 2 1 1 1 0 1 0 2
2 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 1 0 1 1 1 1 1 1 1 0 1
2 1 1 1 1 1 1 1 2 1 1 1 0 1 1 1 2 2 1 1 0 1 1 1 2 1 1 1 0 1 1 1
0 1 1 1 1 1 1 1 2 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1
0 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 1 1 1 1 0 1 0 0 1 1 0 1 0 1
3 2 1 1 1 1 1 1 2 0 1 1 1 1 0 1 1 0 1 1 0 1 0 1 1 0 1 1 0 1 0 1
3 0 1 1 1 1 1 1 3 0 1 1 1 1 1 1 3 0 1 1 1 1 1 1 3 1 1 1 1 1 1 1
2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 2 2 1 0 1 1 1 1 1 3 1 0 1 0 1
0 2 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2
1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 2 1 1 1 1 0 1 1 2 1 1 1 1 0 1 1 2
0 1 1 1 1 1 1 1 0 2 1 1 1 1 1 1 0 2 1 1 1 1 1 1 1 1 1 1 0 1 1 1
3 1 1 1 1 1 1 1 3 0 1 1 1 1 1 1 3 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1
3 2 1 1 1 1 1 1 2 2 2 1 1 1 1 1 2 2 2 1 0 1 0 1 0 1 2 1 0 1 0 1
1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1
0 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 2 1 1 0 1 0 1
3 0 1 1 1 1 1 1 2 0 1 1 1 1 1 1 1 0 1 1 0 1 1 2 1 1 1 1 0 1 1 2
0 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1
1 0 1 1 1 1 1 1 2 1 1 1 1 1 0 1 3 1 1 1 1 1 0 1 3 1 1 1 0 1 0 1
1 2 1 1 1 1 1 1 2 2 1 1 1 1 1 1 2 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1
1 2 1 1 1 1 1 1 1 2 1 1 0 1 1 1 2 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1
1 2 1 1 1 1 1 1 2 1 1 1 0 1 1 1 2 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
1 2 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1
0 2 1 1 1 1 1 1 0 1 1 1 0 2 1 1 2 1 1 1 0 2 1 1 2 1 1 1 0 2 1 1
2 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1 2 0 1 1 1 0 1 1 2
1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 2 1 1 1 1 0 1 1 2 1 1 1 1 0 1
3 1 1 1 1 1 1 1 3 2 1 1 0 1 1 1 2 1 1 1 0 1 0 1 2 0 1 1 0 1 0 1
1 0 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 2 1 1 1 1 1 1 3 1 1 1 0 1 0 1
0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1
0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 2 0 1 1 0 1 0 1 2 0 1 1 0 1 0 1
2 1 1 1 1 1 1 1 1 1 1 1 0 1 1 2 0 0 1 1 0 1 1 2 0 0 1 1 0 1 0 2
0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
3 0 1 1 1 1 1 1 3 1 1 1 1 1 0 1 1 1 2 1 1 1 0 1 2 0 2 1 1 1 0 1
2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1
0 2 1 1 1 1 1 1 1 2 1 1 0 1 1 2 2 0 1 1 0 1 1 2 1 1 1 1 0 1 1 2
3 1 1 1 1 1 1 1 3 0 1 1 0 1 0 1 1 0 1 1 0 1 0 1 0 0 1 1 0 1 0 1
0 2 1 1 1 1 1 1 1 1 1 1 1 1 0 1 2 1 1 2 1 1 0 1 1 1 1 2 1 1 0 1
2 0 1 1 1 1 1 1 2 2 0 1 1 1 1 1 2 1 0 1 1 1 1 1 2 2 0 1 1 1 1 1
0 1 1 1 1 1 1 1 0 2 1 1 0 1 1 1 1 2 1 1 0 1 1 2 1 2 1 1 0 1 1 2
3 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 2 1 1 1 0 1 1 1 2 2 1 1 0 1 1 1
2 1 1 1 1 1 1 1 3 0 1 1 0 1 1 2 3 0 1 1 0 1 1 2 3 1 1 1 0 1 1 2
3 2 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 0 1 1 1 1 1 1
3 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1
0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 0 1 1 1 1 0 1 2 1 1 1 1 1 0 1
0 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 0 1 0 1 2 1 1 1 0 1 0 1
3 2 1 1 1 1 1 1 3 2 1 1 1 1 0 1 3 1 2 1 1 1 0 1 3 1 2 1 0 1 0 1
1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1
3 2 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 2 0 1 1 1 1 1 1 2 0 1 1 1
0 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 0 1
2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 2 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1
1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 0 1 1 1 0 0 1 1 0 1 0 1
3 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 3 1 1 1 0 1 1 1 3 0 1 1 0 1 1 1
3 1 1 1 1 1 1 1 3 1 1 1 0 1 1 1 3 0 1 1 0 1 1 1 3 0 1 1 0 1 1 1
1 0 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 0 1 1 0 1 0 1 3 1 1 1 0 1 0 1
3 0 1 1 1 1 1 1 3 0 1 1 0 1 0 1 3 1 1 1 0 1 0 1 3 0 2 1 0 1 0 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 0 0 1 1 0 1 0 1
3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 0 1 1 1
3 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 2 1 1 1 1 0 1 1 2 1 1 1 1 0 1
0 1 1 1 1 1 1 1 2 1 1 1 0 1 1 1 0 0 1 1 0 1 1 1 0 2 1 1 0 1 1 1
3 2 1 1 1 1 1 1 3 1 1 1 1 1 1 1 3 2 1 1 0 1 0 1 3 1 1 1 0 1 0 1
0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 2
2 2 1 1 1 1 1 1 1 2 1 1 0 1 0 1 1 2 1 1 0 1 0 1 1 1 1 1 0 1 0 1
0 2 1 1 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 1 1 1 2 1 2 1 1 1 1 1 2
2 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
2 0 1 1 1 1 1 1 2 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 2 1 1 1 0 1
0 2 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 2 2 1 0 1 1 1 1 1 2 1 0 1 1 1
3 0 1 1 1 1 1 1 2 0 1 2 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 2 1 1 1 1
3 2 1 1 1 1 1 1 1 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
0 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1
1 2 1 1 1 1 1 1 2 2 1 1 1 1 0 1 2 1 1 1 0 1 0 1 2 0 1 1 0 1 0 1
2 2 1 1 1 1 1 1 2 2 1 2 0 1 1 1 2 1 1 2 0 1 1 1 3 0 1 2 0 1 1 1
3 0 1 1 1 1 1 1 1 0 1 1 0 1 0 2 1 0 1 1 0 1 0 2 1 1 1 1 0 1 0 2
0 0 1 1 1 1 1 1 2 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 2 2 1 1 0 1 0 1
3 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
2 2 1 1 1 1 1 1 2 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 0 1 2 1 1 1 1
3 1 1 1 1 1 1 1 3 1 1 1 0 1 1 1 3 1 2 1 0 1 1 1 3 1 2 1 0 1 1 1
2 2 1 1 1 1 1 1 1 1 2 1 0 1 1 1 2 0 2 1 0 1 0 1 2 1 2 1 0 1 0 1
3 0 1 1 1 1 1 1 3 1 1 1 0 1 0 1 3 0 1 1 0 1 0 1 2 0 1 1 0 1 0 1
3 1 1 1 1 1 1 1 2 2 2 1 1 1 1 1 1 2 2 1 0 1 1 1 0 1 2 1 0 1 1 1
0 2 1 1 1 1 1 1 1 2 1 1 0 1 1 1 0 2 1 1 0 1 1 1 1 0 1 1 0 1 1 1
3 0 1 1 1 1 1 1 3 1 1 1 0 1 1 1 3 1 1 1 0 1 0 1 3 2 1 1 0 1 0 1
3 1 1 1 1 1 1 1 3 2 1 1 1 1 1 1 3 2 1 1 1 1 0 1 3 1 1 1 0 1 0 1
3 2 1 1 1 1 1 1 2 1 1 1 0 1 0 1 2 1 1 1 0 1 0 1 0 1 1 1 0 1 0 1
0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1
0 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 0 1 1 1 1 0 1
3 1 1 1 1 1 1 1 2 1 1 1 1 1 0 1 3 1 1 2 1 1 0 1 3 0 1 2 0 1 0 1
1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 0 1 0 1 0 0 1 1 0 1 0 1
1 0 1 1 1 1 1 1 2 0 1 1 1 1 0 1 2 1 1 1 0 1 0 1 1 2 1 1 0 1 0 1
1 2 1 1 1 1 1 1 1 2 2 1 0 1 0 1 2 1 2 1 0 1 0 1 3 1 2 1 0 1 0 1
2 1 1 1 1 1 1 1 2 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1
1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 1 1 0 1 0 1 0 1 1 1 0 1
2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
3 2 1 1 1 1 1 1 3 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 3 1 1 1 1 1 0 1
2 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
3 2 1 1 1 1 1 1 3 2 2 2 1 1 1 1 3 2 3 2 1 1 1 1 3 1 3 2 0 1 1 1
0 2 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 0 1 0 1
1 2 1 1 1 1 1 1 1 2 1 2 0 1 1 1 1 2 1 2 0 1 0 1 3 2 1 2 0 1 1 1
2 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 2 1 1 1 1 1 1 0 2 1 1 1 1 1 1
3 2 1 1 1 1 1 1 3 2 2 1 1 1 1 1 3 2 3 1 0 1 1 1 3 1 3 1 0 1 1 1
0 0 1 1 1 1 1 1 0 0 1 1 1 1 0 1 0 1 1 1 1 1 0 1 0 2 1 1 0 1 0 1
2 2 1 1 1 1 1 1 0 2 1 1 0 1 1 1 1 2 1 1 0 1 1 1 1 1 1 1 0 1 0 1
2 0 1 1 1 1 1 1 2 1 1 1 1 1 0 1 2 1 2 1 1 1 0 1 1 1 2 1 1 1 0 1
0 2 1 1 1 1 1 1 1 2 1 1 1 1 0 1 1 2 2 1 1 1 0 1 1 2 2 1 0 1 0 1
3 1 1 1 1 1 1 1 3 2 1 1 1 1 1 1 3 0 2 2 1 1 1 1 3 0 2 2 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 2 2 1 1 1 1 1 0 2
3 1 1 1 1 1 1 1 3 0 1 1 1 1 1 1 3 2 1 1 0 1 1 1 3 2 1 1 0 1 0 1
0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 2 0 1 1 0 1 1 1
3 2 1 1 1 1 1 1 3 1 1 2 0 1 1 1 3 1 1 2 0 1 1 1 2 1 1 2 0 1 1 1
3 2 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1
1 1 1 1 1 1 1 1 0 2 2 1 1 1 1 1 0 1 2 1 0 2 1 1 0 1 2 1 0 2 0 1
3 2 1 1 1 1 1 1 2 2 1 1 1 1 1 1 2 1 1 1 0 1 1 1 2 1 1 1 0 1 1 1
3 1 1 1 1 1 1 1 3 0 1 1 1 1 1 1 3 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 2 0 1 1 1 1 1 1 2 1 1 1 0 1 0 1 3 1 1 1 0 1 0 1
2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 0 1 1 1 1 0 1
0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1
2 0 1 1 1 1 1 1 2 0 1 1 1 1 1 1 0 0 1 1 0 1 1 1 0 0 1 1 0 1 1 1
1 0 1 1 1 1 1 1 0 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1
0 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 0 1 1 1
2 2 1 1 1 1 1 1 2 1 2 1 0 1 1 1 2 1 2 1 0 1 1 1 2 1 2 1 0 1 1 1
1 1 1 1 1 1 1 1 1 2 1 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 1 1 0 1 0 1
3 0 1 1 1 1 1 1 2 0 1 1 1 1 1 1 3 1 1 1 1 1 0 1 3 1 1 1 0 1 0 1
2 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 0 2 2 1 1 1 0 1 0 2
2 1 1 1 1 1 1 1 2 1 1 1 0 1 1 1 1 2 1 1 0 1 0 1 0 2 1 1 0 1 0 1
0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 0 1
1 2 1 1 1 1 1 1 1 1 2 1 0 1 1 1 0 1 2 1 0 1 0 1 2 1 2 1 0 1 0 1
2 0 1 1 1 1 1 1 2 0 1 1 1 1 1 1 2 0 1 2 0 1 1 1 1 0 1 2 0 1 1 1
1 1 1 1 1 1 1 1 2 2 1 1 1 1 0 1 1 2 1 1 0 1 0 1 1 2 1 1 0 1 0 1
0 0 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 0 1 0 1 0 0 1 1 0 1 0 1
1 1 1 1 1 1 1 1 2 2 1 1 1 1 0 1 0 2 1 1 0 1 0 1 1 0 1 1 0 1 0 1
3 0 1 1 1 1 1 1 2 1 1 1 0 1 1 1 2 2 1 1 0 1 1 1 1 1 1 1 0 1 1 1
0 2 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 0 1 0 1
2 2 1 1 1 1 1 1 0 0 1 1 1 1 0 1 0 0 1 1 0 1 0 1 0 0 1 1 0 1 0 1
3 1 1 1 1 1 1 1 2 0 1 1 1 1 1 1 2 0 1 1 0 1 1 1 0 0 1 1 0 1 0 1
2 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 2 1 1 1 0 1 0 1
